"npc_freeze","cmd",,,,,,,,,,,,,,,,,,,,,"Selected NPC(s) will freeze in place (or unfreeze). If there are no selected NPCs, uses the NPC under the crosshair.
	Arguments"
"npc_freeze_unselected","cmd",,,,,,,,,,,,,,,,,,,,,"Freeze all NPCs not selected"
"npc_go","cmd",,,,,,,,,,,,,,,,,,,,,"Selected NPC(s) will go to the location that the player is looking (shown with a purple box)
	Arguments:	-none-"
"npc_go_random","cmd",,,,,,,,,,,,,,,,,,,,,"Sends all selected NPC(s) to a random node.
	Arguments:   	-none-"
"npc_heal","cmd",,,,,,,,,,,,,,,,,,,,,"Heals the target back to full health"
"npc_height_adjust","1       ","ARCHIVE",,"GAMEDLL",,,,,,,,,,,,,,,,,,"Enable test mode for ik height adjustment"
"npc_kill","cmd",,,,,,,,,,,,,,,,,,,,,"Kills the given NPC(s)
Arguments:   	{npc_name} / {npc_class_name} / no argument picks what player is looking at"
"npc_nearest","cmd",,,,,,,,,,,,,,,,,,,,,"Draw's a while box around the NPC(s) nearest node
	Arguments:   	{entity_name} / {class_name} / no argument picks what player i"
"npc_relationships","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the relationships between this NPC and all others.
	Arguments:   	{entity_name} / {class_name} / no argument picks wha"
"npc_reset","cmd",,,,,,,,,,,,,,,,,,,,,"Reloads schedules for all NPC's from their script files
	Arguments:	-none-"
"npc_route","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the current route of the given NPC as a line on the screen.  Waypoints along the route are drawn as small cyan rectang"
"npc_select","cmd",,,,,,,,,,,,,,,,,,,,,"Select or deselects the given NPC(s) for later manipulation.  Selected NPC's are shown surrounded by a red translucent box
	Arg"
"npc_set_freeze","cmd",,,,,,,,,,,,,,,,,,,,,"Selected NPC(s) will freeze in place (or unfreeze). If there are no selected NPCs, uses the NPC under the crosshair.
	Arguments"
"npc_set_freeze_unselected","cmd",,,,,,,,,,,,,,,,,,,,,"Freeze all NPCs not selected"
"npc_squads","cmd",,,,,,,,,,,,,,,,,,,,,"Obsolete.  Replaced by npc_combat"
"npc_steering","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the steering obstructions of the NPC (used to perform local avoidance)
	Arguments:   	{entity_name} / {class_name} / n"
"npc_steering_all","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the steering obstructions of all NPCs (used to perform local avoidance)
"
"npc_task_text","cmd",,,,,,,,,,,,,,,,,,,,,"Outputs text debugging information to the console about the all the tasks + break conditions of the selected NPC current schedu"
"npc_tasks","cmd",,,,,,,,,,,,,,,,,,,,,"Displays detailed text debugging information about the all the tasks of the selected NPC current schedule (See Overlay Text)
	A"
"npc_teleport","cmd",,,,,,,,,,,,,,,,,,,,,"Selected NPC will teleport to the location that the player is looking (shown with a purple box)
	Arguments:	-none-"
"npc_thinknow","cmd",,,,,,,,,,,,,,,,,,,,,"Trigger NPC to think"
"npc_viewcone","cmd",,,,,,,,,,,,,,,,,,,,,"Displays the viewcone of the NPC (where they are currently looking and what the extents of there vision is)
	Arguments:   	{ent"
"observer_use","cmd",,,,,,,,,,,,,,,,,,,,,""
"occlusion_old","0       ",,,,,,,,,,,,,,,,,,,,,""
"occlusion_stats","cmd",,,,,,,,,,,,,,,,,,,,,"Occlusion statistics; [-jitter] [-reset]"
"occlusion_test_async","0       ",,,,,,,,,,,,,,,,,,,,,"Enable asynchronous occlusion test in another thread; may save some server tick time at the cost of synchronization overhead wi"
"occlusion_test_async_jitter","2       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"occlusion_test_async_move_tolerance","8       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"occlusion_test_camera_margins","12      ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Amount by which the camera (viewer's eye) is expanded for occlusion test. This should be large enough to accommodate eye's move"
"occlusion_test_jump_margin","12      ",,,,,,,,,,,,,,,,,,,,,"Amount by which the player bounding box is expanded up for occlusion test to account for jumping. This margin should be large e"
"occlusion_test_margins","36      ",,,,,,,,,,,,,,,,,,,,,"Amount by which the player bounding box is expanded for occlusion test. This margin should be large enough to accommodate playe"
"occlusion_test_shadow_length","144     ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Max length of completely occluded shadow to consider a player for occlusion test. If shadow provably stops at this distance, th"
"occlusion_test_shadow_max_distance","1500    ",,,,,,,,,,,,,,,,,,,,,"Max distance at which to consider shadows for occlusion computations"
"option_duck_method","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"option_speed_method","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"paintsplat_bias","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,,,,,,"Change bias value for computing circle buffer"
"paintsplat_max_alpha_noise","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,,,,,,"Max noise value of circle alpha"
"paintsplat_noise_enabled","1       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,,,,,,""
"panel_test_title_safe","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Test vgui panel positioning with title safe indentation"
"panorama_dump_events_backlog","0       ",,,,,,,,,,,,,,,,,,,,,""
"panorama_dump_events_threshold_break","0       ",,,,,,,,,,,,,,,,,,,,,""
"panorama_dump_events_threshold_us","0       ",,,,,,,,,,,,,,,,,,,,,""
"parachute","cmd",,,,,,,,,,,,,,,,,,,,,"equips parachute"
"particle_simulateoverflow","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Used for stress-testing particle systems. Randomly denies creation of particles."
"particle_test_attach_attachment","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Attachment index for attachment mode"
"particle_test_attach_mode","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Possible Values: 'start_at_attachment', 'follow_attachment', 'start_at_origin', 'follow_origin'"
"particle_test_file","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Name of the particle system to dynamically spawn"
"particle_test_start","cmd",,,,,,,,,,,,,,,,,,,,,"Dispatches the test particle system with the parameters specified in particle_test_file,
 particle_test_attach_mode and particl"
"particle_test_stop","cmd",,,,,,,,,,,,,,,,,,,,,"Stops all particle systems on the selected entities.
	Arguments:   	{entity_name} / {class_name} / no argument picks what playe"
"password","57      ","ARCHIVE",,,,,,,,,,,,"DONTRECORD",,,,,,,,"Current server access password"
"path","cmd",,,,,,,,,,,,,,,,,,,,,"Show the engine filesystem path."
"pause","cmd",,,,,,,,,,,,,,,,,,,,,"Toggle the server pause state."
"perfui","cmd",,,,,,,,,,,,,,,,,,,,,"Show/hide the level performance tools UI."
"perfvisualbenchmark","cmd",,,,,,,,,,,,,,,,,,,,,""
"perfvisualbenchmark_abort","cmd",,,,,,,,,,,,,,,,,,,,,""
"phys_debug_check_contacts","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"phys_show_active","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,""
"physics_budget","cmd",,,,,,,,,,,,,,,,,,,,,"Times the cost of each active object"
"physics_constraints","cmd",,,,,,,,,,,,,,,,,,,,,"Highlights constraint system graph for an entity"
"physics_debug_entity","cmd",,,,,,,,,,,,,,,,,,,,,"Dumps debug info for an entity"
"physics_highlight_active","cmd",,,,,,,,,,,,,,,,,,,,,"Turns on the absbox for all active physics objects"
"physics_report_active","cmd",,,,,,,,,,,,,,,,,,,,,"Lists all active physics objects"
"physics_select","cmd",,,,,,,,,,,,,,,,,,,,,"Dumps debug info for an entity"
"pick_hint","cmd",,,,,,,,,,,,,,,,,,,,,""
"picker","cmd",,,,,,,,,,,,,,,,,,,,,"Toggles 'picker' mode.  When picker is on, the bounding box, pivot and debugging text is displayed for whatever entity the play"
"ping","cmd",,,,,,,,,,,,,,,,,,,,,"Display ping to server."
"pixelvis_debug","cmd",,,,,,,,,,,,,,,,,,,,,"Dump debug info"
"play","cmd",,,,,,,,,,,,,,,,,,,,,"Play a sound."
"play_distance","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Set to 1:'2 foot' or 2:'10 foot' presets."
"play_hrtf","cmd",,,,,,,,,,,,,,,,,,,,,"Play a sound with HRTF spatialization."
"playcast","cmd",,,,,,,,,,,,,,,,,,,,,"Play a broadcast"
"playdemo","cmd",,,,,,,,,,,,,,,,,,,,,"Play a recorded demo file (.dem )."
"player_botdifflast_s","2       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"player_competitive_maplist_2v2_8_1_E8907D2E","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"player_competitive_maplist_8_8_1_475B5511","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"player_debug_print_damage","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"When true, print amount and type of all damage received by player to console."
"player_nevershow_communityservermessage","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"player_ping","cmd",,,,,,,,,,,,,,,,,,,,,"Creates a ping notification where the player is looking."
"player_ping_throttle_decay","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Decay for how fast the ping throttle delay will decay"
"player_survival_list_8_1_7","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"player_teamplayedlast","3       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL","SS",,,,""
"player_wargames_list2_8_1_604","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"playflush","cmd",,,,,,,,,,,,,,,,,,,,,"Play a sound, reloading from disk in case of changes."
"playgamesound","cmd",,,,,,,,,,,,,,,,,,,,,"Play a sound from the game sounds txt file"
"playsoundscape","cmd",,,,,,,,,,,,,,,,,,,,,"Forces a soundscape to play"
"playvideo","cmd",,,,,,,,,,,,,,,,,,,,,"Plays a video: <filename> [width height]"
"playvideo_end_level_transition","cmd",,,,,,,,,,,,,,,,,,,,,"Plays a video fullscreen without ability to skip (unless dev 1) and fades in: <filename> <time>"
"playvideo_exitcommand","cmd",,,,,,,,,,,,,,,,,,,,,"Plays a video and fires and exit command when it is stopped or finishes: <filename> <exit command>"
"playvideo_exitcommand_nointerrupt","cmd",,,,,,,,,,,,,,,,,,,,,"Plays a video (without interruption) and fires and exit command when it is stopped or finishes: <filename> <exit command>"
"playvideo_nointerrupt","cmd",,,,,,,,,,,,,,,,,,,,,"Plays a video without ability to skip: <filename> [width height]"
"playvol","cmd",,,,,,,,,,,,,,,,,,,,,"Play a sound at a specified volume."
"plugin_load","cmd",,,,,,,,,,,,,,,,,,,,,"plugin_load <filename> : loads a plugin"
"plugin_pause","cmd",,,,,,,,,,,,,,,,,,,,,"plugin_pause <index> : pauses a loaded plugin"
"plugin_pause_all","cmd",,,,,,,,,,,,,,,,,,,,,"pauses all loaded plugins"
"plugin_print","cmd",,,,,,,,,,,,,,,,,,,,,"Prints details about loaded plugins"
"plugin_unload","cmd",,,,,,,,,,,,,,,,,,,,,"plugin_unload <index> : unloads a plugin"
"plugin_unpause","cmd",,,,,,,,,,,,,,,,,,,,,"plugin_unpause <index> : unpauses a disabled plugin"
"plugin_unpause_all","cmd",,,,,,,,,,,,,,,,,,,,,"unpauses all disabled plugins"
"post_jump_crouch","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"This determines how long the third person player character will crouch for after landing a jump.  This only affects the third p"
"press_x360_button","cmd",,,,,,,,,,,,,,,,,,,,,"Press the specified Xbox 360 controller button (lt, rt, st[art], ba[ck], lb, rb, a, b, x, y, l[eft], r[right], u[p], d[own])"
"print_colorcorrection","cmd",,,,,,,,,,,,,,,,,,,,,"Display the color correction layer information."
"print_mapgroup","cmd",,,,,,,,,,,,,,,,,,,,,"Prints the current mapgroup and the contained maps"
"print_mapgroup_sv","cmd",,,,,,,,,,,,,,,,,,,,,"Prints the current mapgroup and the contained maps"
"progress_enable","cmd",,,,,,,,,,,,,,,,,,,,,""
"prop_crosshair","cmd",,,,,,,,,,,,,,,,,,,,,"Shows name for prop looking at"
"prop_debug","cmd",,,,,,,,,,,,,,,,,,,,,"Toggle prop debug mode. If on, props will show colorcoded bounding boxes. Red means ignore all damage. White means respond phys"
"prop_dynamic_create","cmd",,,,,,,,,,,,,,,,,,,,,"Creates a dynamic prop with a specific .mdl aimed away from where the player is looking.
	Arguments: {.mdl name}"
"prop_physics_create","cmd",,,,,,,,,,,,,,,,,,,,,"Creates a physics prop with a specific .mdl aimed away from where the player is looking.
	Arguments: {.mdl name}"
"pvs_min_player_distance","1500    ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Min distance to player at which PVS is used. At closer distances, PVS assumes we can see a shadow or something else from the pl"
"pwatchent","-1      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Entity to watch for prediction system changes."
"pwatchvar","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Entity variable to watch in prediction system for changes."
"'-quickinv'","cmd",,,,,,,,,,,,,,,,,,,,,""
"'+quickinv'","cmd",,,,,,,,,,,,,,,,,,,,,""
"quit","cmd",,,,,,,,,,,,,,,,,,,,,"Exit the engine."
"quit_prompt","cmd",,,,,,,,,,,,,,,,,,,,,"Exit the engine."
"r_AirboatViewDampenDamp","1       ",,,,"CHEAT",,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_AirboatViewDampenFreq","7       ",,,,"CHEAT",,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_AirboatViewZHeight","0       ",,,,"CHEAT",,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_alphafade_usefov","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Account for FOV when computing an entity's distance-based alpha fade"
"r_ambientfraction","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Fraction of direct lighting used to boost lighting when model requests"
"r_ambientlightingonly","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Set this to 1 to light models with only ambient lighting (and no static lighting)."
"r_avglight","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_avglightmap","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_brush_queue_mode","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_cheapwaterend","cmd",,,,,,,,,,,,,,,,,,,,,""
"r_cheapwaterstart","cmd",,,,,,,,,,,,,,,,,,,,,""
"r_cleardecals","cmd",,,,,,,,,,,,,,,,,,,,,"Usage r_cleardecals <permanent>."
"r_ClipAreaFrustums","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_ClipAreaPortals","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_colorstaticprops","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_debugcheapwater","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_debugrandomstaticlighting","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Set to 1 to randomize static lighting for debugging.  Must restart for change to take affect."
"r_depthoverlay","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Replaces opaque objects with their grayscaled depth values. r_showz_power scales the output."
"r_disable_distance_fade_on_big_props","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Completely disable distance fading on large props"
"r_disable_distance_fade_on_big_props_thresh","48000   ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Distance prop fade disable threshold size"
"r_disable_static_prop_loading","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"If non-zero when a map loads, static props won't be loaded"
"r_disable_update_shadow","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_DispBuildable","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_DispWalkable","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_dlightsenable","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawallrenderables","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Draw all renderables, even ones inside solid leaves."
"r_DrawBeams","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"0=Off, 1=Normal, 2=Wireframe"
"r_drawbrushmodels","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Render brush models. 0=Off, 1=Normal, 2=Wireframe"
"r_drawclipbrushes","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Draw clip brushes (red=NPC+player, pink=player, purple=NPC)"
"r_drawdecals","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Render decals."
"r_DrawDisp","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Toggles rendering of displacment maps"
"r_drawentities","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawfuncdetail","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Render func_detail"
"r_drawleaf","-1      ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Draw the specified leaf."
"r_drawlightcache","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"0: off
1: draw light cache entries
2: draw rays
"
"r_drawlightinfo","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawlights","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_DrawModelLightOrigin","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawmodelnames","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_drawmodelstatsoverlay","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawmodelstatsoverlaydistance","500     ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawmodelstatsoverlayfilter","-1      ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawmodelstatsoverlaymax","1       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"time in milliseconds beyond which a model overlay is fully red in r_drawmodelstatsoverlay 2"
"r_drawmodelstatsoverlaymin","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"time in milliseconds that a model must take to render before showing an overlay in r_drawmodelstatsoverlay 2"
"r_drawopaquedetailprops","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawopaquedetailprops_csm","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawopaquedetailprops_reflect","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawopaquedetailprops_refract","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawopaquerenderables","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawopaqueworld","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawothermodels","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"0=Off, 1=Normal, 2=Wireframe"
"r_drawparticles","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Enable/disable particle rendering"
"r_drawplayers","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_DrawPortals","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_DrawRain","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Enable/disable rain rendering."
"r_drawrenderboxes","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"(0 - off) (1 - Draws the bounding box of entities) (2 - Draws the axis aligned bounding box used for culling) (3 - draws both b"
"r_drawropes","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawscreenoverlay","1       ",,,,"CHEAT",,,,,,,,,,"SERVER_CAN_EXECUTE",,"CLIENTDLL",,,,,""
"r_drawshieldstencil","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawshieldstencil_debug","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawskybox","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawsprites","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawstaticprops","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"0=Off, 1=Normal, 2=Wireframe"
"r_drawtracers","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawtracers_firstperson","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Toggle visibility of first person weapon tracers"
"r_drawtracers_movetonotintersect","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawtranslucentrenderables","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawtranslucentworld","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_drawunderwatercap","1       ",,,,"CHEAT",,,,,,,,,,"SERVER_CAN_EXECUTE",,"CLIENTDLL",,,,,""
"r_drawunderwateroverlay","1       ",,,,"CHEAT",,,,,,,,,,"SERVER_CAN_EXECUTE",,"CLIENTDLL",,,,,""
"r_drawvgui","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Enable the rendering of vgui panels"
"r_drawviewmodel","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_drawworld","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Render the world."
"r_dscale_basefov","90      ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_dscale_fardist","2000    ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_dscale_farscale","4       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_dscale_neardist","100     ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_dscale_nearscale","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_dynamic","1       ",,,,,,,,,,,,,,,,,,,,,""
"r_dynamiclighting","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_eyegloss","1       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_eyemove","1       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,""
"r_eyeshift_x","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,""
"r_eyeshift_y","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,""
"r_eyeshift_z","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,""
"r_eyesize","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,""
"r_eyewaterepsilon","7       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_farz","-1      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Override the far clipping plane. -1 means to use the value in env_fog_controller."
"r_flashlightambient","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightbacktraceoffset","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightbrightness","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_flashlightclip","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_flashlightconstant","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightdrawclip","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_flashlightfar","750     ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightfov","53      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightladderdist","40      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightlinear","100     ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightlockposition","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightmuzzleflashfov","120     ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightnear","4       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightnearoffsetscale","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightoffsetforward","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightoffsetright","5       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightoffsetup","-5      ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightquadratic","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightshadowatten","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flashlightvisualizetrace","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_flushlod","cmd",,,,,,,,,,,,,,,,,,,,,"Flush and reload LODs."
"r_hwmorph","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_itemblinkmax","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_itemblinkrate","4       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_JeepFOV","90      ",,,"GAMEDLL","CHEAT",,,,,,,"REPLICATED",,,,,,,,,,""
"r_JeepViewBlendTo","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_JeepViewBlendToScale","0       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_JeepViewBlendToTime","1       ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,""
"r_JeepViewDampenDamp","1       ",,,,"CHEAT",,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_JeepViewDampenFreq","7       ",,,,"CHEAT",,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_JeepViewZHeight","10      ",,,,"CHEAT",,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"r_lightcache_invalidate","cmd",,,,,,,,,,,,,,,,,,,,,""
"r_lightcache_numambientsamples","162     ",,,,"CHEAT",,,,,,,,,,,,,,,,,"number of random directions to fire rays when computing ambient lighting"
"r_lightcache_radiusfactor","1000    ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Allow lights to influence lightcaches beyond the lights' radii"
"r_lightcachecenter","1       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_lightcachemodel","-1      ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_lightinterp","5       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Controls the speed of light interpolation, 0 turns off interpolation"
"r_lightmap","-1      ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_lightstyle","-1      ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_lightwarpidentity","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,""
"r_lockpvs","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Lock the PVS so you can fly around and inspect what is being drawn."
"r_mapextents","16384   ",,,,"CHEAT",,,,,,,,,,,,"CLIENTDLL",,,,,"Set the max dimension for the map.  This determines the far clipping plane"
"r_modelAmbientMin","0       ",,,,"CHEAT",,,,,,,,,,,,,,,,,"Minimum value for the ambient lighting on dynamic models with more than one bone (like players and their guns)."
